expat_id,origin_country,visa_type,us_state,switched_from,previous_monthly_premium,ratha_monthly_premium,premium_savings_percent,coverage_types,india_coverage_enabled,onboarding_days,competitor_onboarding_days,switched_date,satisfaction_score,monthly_retention_rate
EXP829255,India,E2,GA,IMG Global,130.26,94.7,27.3,Auto,True,3,8,2026-08-14 12:14:15.487078,8,98.6
EXP105208,India,H1B,PA,AIG,114.27,87.26,23.6,Renter,True,3,8,2026-08-07 12:14:15.487092,9,97.4
EXP859654,India,L1,PA,AIG,83.72,57.34,31.5,Renter,True,3,14,2026-07-29 12:14:15.487106,10,97.3
EXP719684,India,L1,NC,ICICI Lombard,129.5,88.6,31.6,Auto+Health,True,2,9,2026-07-25 12:14:15.487120,8,97.1
EXP823268,India,F1,CO,ICICI Lombard,131.8,101.12,23.3,Health,True,3,10,2026-08-15 12:14:15.487135,7,99.3
EXP175234,India,L1,NY,CHUBB,115.95,83.18,28.3,Renter,True,1,12,2026-06-04 12:14:15.487150,10,99.0
EXP315727,India,E2,CO,IMG Global,88.38,61.09,30.9,Renter,False,2,7,2026-06-23 12:14:15.487165,7,98.9
EXP680983,India,H1B,WA,AIG,100.16,78.19,21.9,Renter,True,2,14,2026-08-16 12:14:15.487179,8,97.5
EXP543231,India,B1,NC,Allianz,105.76,82.43,22.1,Health,False,3,8,2026-07-28 12:14:15.487193,9,98.8
EXP920707,India,E2,NC,CHUBB,140.58,102.74,26.9,Renter,True,1,7,2026-07-15 12:14:15.487207,7,97.2
EXP530388,India,E2,GA,Allianz,107.4,84.29,21.5,Health,True,3,7,2026-08-18 12:14:15.487221,9,99.5
EXP342365,India,H1B,TX,ICICI Lombard,100.45,75.06,25.3,Health,True,1,10,2026-06-23 12:14:15.487236,7,98.3
EXP126678,India,E2,FL,AIG,111.6,86.26,22.7,Auto,True,1,11,2026-08-16 12:14:15.487250,9,99.4
EXP508087,India,E2,NY,ICICI Lombard,110.19,80.12,27.3,Auto,False,3,13,2026-08-12 12:14:15.487264,10,98.8
EXP970783,India,B1,CO,Allianz,118.93,90.87,23.6,Auto,True,1,8,2026-08-13 12:14:15.487278,9,98.3
EXP324805,India,L1,NC,AIG,148.78,117.87,20.8,Health,False,3,14,2026-08-23 12:14:15.487292,9,97.8
EXP528217,India,F1,PA,CHUBB,98.67,74.59,24.4,Auto+Health,True,1,13,2026-08-19 12:14:15.487306,10,99.0
EXP459070,India,B1,NY,ICICI Lombard,122.97,97.64,20.6,Auto,False,1,11,2026-07-10 12:14:15.487320,10,99.3
EXP161917,India,F1,MI,ICICI Lombard,112.17,87.12,22.3,Auto+Health,True,3,8,2026-06-07 12:14:15.487335,8,99.2
EXP989818,India,B1,TX,CHUBB,143.93,105.88,26.4,Auto+Health,True,3,13,2026-07-30 12:14:15.487349,7,97.3
EXP492880,India,B1,CO,AIG,122.98,82.33,33.1,Auto+Health,True,3,14,2026-08-10 12:14:15.487363,9,97.8
EXP763467,India,E2,CA,CHUBB,144.66,111.03,23.2,Renter,True,1,7,2026-07-06 12:14:15.487377,7,98.0
EXP760588,India,B1,MA,Allianz,146.18,105.75,27.7,Renter,True,1,12,2026-07-12 12:14:15.487392,7,98.1
EXP510227,India,E2,CA,ICICI Lombard,123.65,91.24,26.2,Auto+Health,False,3,11,2026-06-28 12:14:15.487406,8,98.6
EXP104609,India,H1B,NY,Allianz,122.7,95.87,21.9,Renter,False,3,9,2026-06-16 12:14:15.487420,9,98.5
EXP795715,India,L1,CO,HDFC ERGO,99.69,77.09,22.7,Auto,True,3,8,2026-08-10 12:14:15.487434,9,98.8
EXP203915,India,B1,TX,HDFC ERGO,136.85,95.13,30.5,Auto+Health,True,2,8,2026-07-21 12:14:15.487448,8,98.7
EXP468686,India,H1B,CA,ICICI Lombard,76.09,57.5,24.4,Auto+Health,True,3,14,2026-08-17 12:14:15.487462,7,99.0
EXP803646,India,F1,NY,ICICI Lombard,112.36,87.64,22.0,Renter,False,2,13,2026-07-18 12:14:15.487477,10,97.3
EXP428846,India,E2,GA,IMG Global,130.18,90.84,30.2,Renter,False,1,7,2026-08-11 12:14:15.487491,8,98.7
EXP753405,India,H1B,NY,CHUBB,131.22,102.02,22.3,Auto,False,2,10,2026-08-16 12:14:15.487505,8,99.2
EXP658083,India,H1B,TX,ICICI Lombard,131.88,101.8,22.8,Auto,True,1,12,2026-08-12 12:14:15.487520,8,98.5
EXP744755,India,L1,IL,AIG,92.51,66.38,28.2,Auto,False,1,10,2026-07-07 12:14:15.487534,7,99.5
EXP744793,India,L1,MA,Allianz,97.52,76.86,21.2,Auto,False,2,11,2026-08-21 12:14:15.487548,7,97.0
EXP399607,India,L1,NC,CHUBB,86.56,60.66,29.9,Auto,True,3,14,2026-08-12 12:14:15.487562,7,97.5
EXP634186,India,H1B,PA,AIG,126.13,90.05,28.6,Health,True,1,8,2026-06-05 12:14:15.487577,9,98.8
EXP354727,India,L1,MA,CHUBB,91.8,69.5,24.3,Auto+Health,True,3,12,2026-07-29 12:14:15.487591,9,99.4
EXP852940,India,H1B,FL,CHUBB,122.93,90.26,26.6,Auto+Health,True,1,9,2026-08-23 12:14:15.487606,8,98.8
EXP914267,India,L1,GA,AIG,126.37,100.21,20.7,Renter,True,1,14,2026-08-12 12:14:15.487620,10,98.1
EXP409922,India,H1B,NY,ICICI Lombard,102.54,81.0,21.0,Health,False,3,11,2026-06-16 12:14:15.487635,7,97.3
EXP622734,India,B1,NC,CHUBB,144.99,114.67,20.9,Health,True,1,10,2026-06-01 12:14:15.487649,10,97.4
EXP506350,India,L1,GA,CHUBB,103.8,79.26,23.6,Renter,True,1,10,2026-05-29 12:14:15.487663,9,99.1
EXP665470,India,L1,TX,ICICI Lombard,136.76,93.0,32.0,Auto+Health,True,3,10,2026-06-27 12:14:15.487677,7,98.1
EXP334510,India,L1,TX,Allianz,104.93,74.26,29.2,Health,True,3,13,2026-08-11 12:14:15.487691,8,98.4
EXP645290,India,L1,FL,CHUBB,145.99,112.39,23.0,Health,True,1,14,2026-06-06 12:14:15.487705,9,97.8
EXP888367,India,F1,NC,AIG,140.47,106.65,24.1,Renter,False,3,8,2026-07-19 12:14:15.487723,8,98.5
EXP567190,India,B1,PA,CHUBB,83.48,66.29,20.6,Auto+Health,False,2,11,2026-06-22 12:14:15.487737,10,99.4
EXP666609,India,B1,MA,IMG Global,123.04,97.5,20.8,Auto+Health,True,1,10,2026-08-11 12:14:15.487752,7,98.0
EXP356348,India,E2,CA,AIG,144.66,111.36,23.0,Auto,False,1,12,2026-06-20 12:14:15.487766,8,97.5
EXP656324,India,H1B,WA,Allianz,94.46,65.3,30.9,Auto,True,3,7,2026-05-27 12:14:15.487781,7,97.2
EXP107461,India,H1B,MI,HDFC ERGO,77.87,51.39,34.0,Health,True,2,13,2026-07-28 12:14:15.487795,9,97.8
EXP209045,India,F1,NY,HDFC ERGO,138.52,102.63,25.9,Auto,True,2,8,2026-08-05 12:14:15.487810,8,97.3
EXP549783,India,B1,GA,IMG Global,112.81,78.58,30.3,Auto,True,2,8,2026-07-01 12:14:15.487824,8,97.1
EXP829518,India,B1,NY,Allianz,114.42,75.97,33.6,Auto,False,3,11,2026-07-04 12:14:15.487838,7,98.4
EXP159924,India,E2,NY,Allianz,85.65,59.39,30.7,Renter,True,2,12,2026-06-26 12:14:15.487852,10,99.3
EXP554785,India,E2,GA,HDFC ERGO,88.09,69.52,21.1,Auto,True,3,10,2026-08-14 12:14:15.487867,9,97.1
EXP671607,India,F1,CA,IMG Global,83.44,60.33,27.7,Health,True,2,11,2026-06-02 12:14:15.487881,9,97.2
EXP942514,India,E2,TX,HDFC ERGO,110.79,88.31,20.3,Renter,True,1,13,2026-07-09 12:14:15.487895,9,99.4
EXP240702,India,B1,MI,AIG,113.38,86.31,23.9,Renter,True,2,13,2026-06-27 12:14:15.487909,8,98.4
EXP836488,India,B1,WA,CHUBB,143.05,93.31,34.8,Auto+Health,False,3,14,2026-07-09 12:14:15.487924,10,97.2
EXP931599,India,L1,PA,CHUBB,96.36,65.19,32.4,Health,True,2,11,2026-07-13 12:14:15.487938,10,99.3
EXP858148,India,E2,GA,IMG Global,89.18,58.82,34.0,Health,True,3,7,2026-07-08 12:14:15.487952,8,98.7
EXP238401,India,B1,FL,CHUBB,104.77,79.86,23.8,Health,True,2,11,2026-08-22 12:14:15.487966,10,99.1
EXP531174,India,L1,TX,AIG,133.61,104.43,21.8,Auto+Health,True,3,10,2026-07-03 12:14:15.487980,8,97.6
EXP218431,India,E2,CO,IMG Global,136.65,100.37,26.6,Health,True,3,7,2026-08-20 12:14:15.487995,9,98.3
EXP371884,India,F1,CO,AIG,123.8,93.05,24.8,Auto+Health,True,2,7,2026-07-03 12:14:15.488009,8,97.2
EXP372972,India,L1,FL,CHUBB,117.05,85.61,26.9,Renter,True,2,8,2026-06-04 12:14:15.488023,7,97.0
EXP474715,India,H1B,MI,Allianz,121.11,83.25,31.3,Health,False,2,14,2026-08-10 12:14:15.488038,10,99.2
EXP941922,India,H1B,PA,IMG Global,149.12,113.06,24.2,Auto,True,3,13,2026-07-15 12:14:15.488052,8,98.9
EXP456568,India,B1,MI,IMG Global,91.17,62.55,31.4,Auto,True,2,11,2026-08-18 12:14:15.488066,10,98.9
EXP625941,India,H1B,TX,IMG Global,113.82,90.85,20.2,Renter,True,1,14,2026-06-08 12:14:15.488080,7,98.1
EXP801323,India,B1,CO,HDFC ERGO,129.78,93.62,27.9,Health,False,2,10,2026-08-02 12:14:15.488094,8,97.9
EXP479002,India,L1,IL,ICICI Lombard,130.69,97.01,25.8,Auto,True,1,9,2026-06-06 12:14:15.488108,7,98.2
EXP465849,India,E2,TX,CHUBB,112.56,88.56,21.3,Auto,True,2,9,2026-08-10 12:14:15.488123,10,98.1
EXP358784,India,B1,CO,IMG Global,104.22,72.23,30.7,Renter,False,1,11,2026-07-30 12:14:15.488137,10,98.2
EXP523504,India,H1B,CA,CHUBB,86.39,64.84,25.0,Auto+Health,True,2,12,2026-07-09 12:14:15.488152,9,98.7
EXP843486,India,L1,MA,ICICI Lombard,118.26,91.82,22.4,Renter,True,1,11,2026-06-25 12:14:15.488166,8,99.2
EXP414903,India,H1B,TX,CHUBB,87.05,57.55,33.9,Auto+Health,True,2,9,2026-07-10 12:14:15.488180,8,97.2
EXP989897,India,E2,NC,CHUBB,85.99,64.3,25.2,Auto+Health,True,3,12,2026-07-10 12:14:15.488195,9,97.8
EXP826908,India,F1,GA,ICICI Lombard,98.35,67.17,31.7,Health,False,1,10,2026-06-27 12:14:15.488210,10,98.7
EXP908565,India,L1,FL,IMG Global,115.07,81.45,29.2,Health,False,2,10,2026-07-01 12:14:15.488224,7,97.2
EXP917129,India,H1B,TX,CHUBB,107.95,74.65,30.8,Auto,False,1,14,2026-06-15 12:14:15.488239,10,98.1
EXP880526,India,H1B,IL,AIG,95.09,66.14,30.4,Auto,True,1,8,2026-07-18 12:14:15.488254,7,99.3
EXP106601,India,E2,FL,ICICI Lombard,98.2,66.47,32.3,Auto+Health,True,3,12,2026-07-14 12:14:15.488268,10,98.1
EXP850206,India,E2,NC,ICICI Lombard,148.56,107.8,27.4,Auto+Health,False,3,14,2026-08-03 12:14:15.488282,9,97.1
EXP537990,India,B1,IL,HDFC ERGO,145.54,96.69,33.6,Auto+Health,False,1,11,2026-08-09 12:14:15.488298,7,98.0
EXP373721,India,H1B,NC,CHUBB,83.73,60.25,28.0,Health,False,2,11,2026-07-02 12:14:15.488312,7,97.6
EXP257942,India,E2,NY,HDFC ERGO,102.4,81.44,20.5,Auto,False,1,10,2026-07-31 12:14:15.488327,8,98.9
EXP235274,India,E2,TX,Allianz,87.68,57.42,34.5,Renter,True,1,14,2026-05-27 12:14:15.488341,10,97.5
EXP136839,India,H1B,IL,IMG Global,93.36,66.35,28.9,Health,False,3,8,2026-07-05 12:14:15.488355,8,99.3
EXP852718,India,B1,GA,IMG Global,107.48,83.36,22.4,Health,True,1,8,2026-07-13 12:14:15.488369,8,98.4
EXP430143,India,E2,GA,AIG,101.57,70.94,30.2,Auto+Health,True,1,13,2026-08-10 12:14:15.488384,7,97.5
EXP607947,India,B1,NY,HDFC ERGO,114.18,74.4,34.8,Auto+Health,True,1,12,2026-07-15 12:14:15.488398,7,98.1
EXP479629,India,L1,MA,IMG Global,82.69,57.1,31.0,Health,True,3,9,2026-08-22 12:14:15.488412,7,99.5
EXP555701,India,B1,PA,CHUBB,79.41,52.44,34.0,Health,True,3,7,2026-08-16 12:14:15.488426,9,97.5
EXP753002,India,L1,CO,IMG Global,133.73,102.17,23.6,Health,True,2,14,2026-07-20 12:14:15.488441,9,98.7
EXP111176,India,B1,WA,CHUBB,100.57,73.04,27.4,Auto+Health,True,2,14,2026-08-01 12:14:15.488455,10,99.4
EXP342829,India,H1B,PA,AIG,114.73,87.61,23.6,Auto+Health,True,2,12,2026-08-05 12:14:15.488469,8,99.1
EXP145622,India,H1B,NY,IMG Global,134.44,88.21,34.4,Renter,True,3,10,2026-08-13 12:14:15.488483,7,98.7
EXP144896,India,H1B,NY,Allianz,119.33,88.29,26.0,Health,True,1,11,2026-07-30 12:14:15.488498,7,98.8
EXP401707,India,H1B,MI,AIG,149.74,102.76,31.4,Renter,False,1,11,2026-08-22 12:14:15.488512,9,98.1
EXP790284,India,E2,PA,IMG Global,81.79,58.45,28.5,Health,True,1,10,2026-06-22 12:14:15.488526,10,97.5
EXP177778,India,E2,CA,Allianz,133.72,106.81,20.1,Auto,False,3,8,2026-06-27 12:14:15.488540,8,97.9
EXP796868,India,B1,GA,Allianz,120.83,83.74,30.7,Auto+Health,True,2,11,2026-07-06 12:14:15.488554,9,98.8
EXP657745,India,L1,IL,Allianz,132.75,90.23,32.0,Auto,True,1,12,2026-05-28 12:14:15.488568,9,99.5
EXP370924,India,F1,NY,HDFC ERGO,126.16,87.58,30.6,Renter,True,3,7,2026-08-11 12:14:15.488582,8,97.5
EXP544144,India,F1,NC,Allianz,100.17,68.87,31.3,Auto+Health,True,3,12,2026-08-07 12:14:15.488597,8,99.5
EXP788978,India,F1,GA,Allianz,130.57,98.29,24.7,Auto,True,3,13,2026-07-01 12:14:15.488611,10,97.8
EXP360280,India,L1,PA,AIG,99.11,64.61,34.8,Health,True,3,14,2026-08-23 12:14:15.488625,9,99.0
EXP953358,India,E2,FL,CHUBB,137.22,95.27,30.6,Health,True,3,11,2026-06-17 12:14:15.488639,9,98.2
EXP644975,India,E2,IL,Allianz,135.89,105.61,22.3,Renter,True,3,9,2026-06-15 12:14:15.488654,7,97.6
EXP186200,India,F1,FL,HDFC ERGO,103.57,76.15,26.5,Auto,True,1,10,2026-06-04 12:14:15.488668,8,98.6
EXP501281,India,E2,IL,Allianz,112.94,80.86,28.4,Auto+Health,True,1,7,2026-05-27 12:14:15.488682,9,97.2
EXP865390,India,E2,NC,IMG Global,102.85,81.22,21.0,Health,True,3,12,2026-06-19 12:14:15.488696,10,98.2
EXP377965,India,B1,NC,CHUBB,140.96,101.83,27.8,Health,False,3,8,2026-06-11 12:14:15.488711,9,97.5
EXP338871,India,B1,NC,IMG Global,120.2,95.61,20.5,Auto,True,1,8,2026-08-15 12:14:15.488726,7,97.2
EXP652244,India,B1,CA,HDFC ERGO,98.97,73.89,25.3,Health,True,2,8,2026-06-06 12:14:15.488741,7,98.7
EXP555353,India,B1,CO,AIG,89.38,58.85,34.2,Renter,False,1,13,2026-08-04 12:14:15.488755,10,98.2
EXP685013,India,H1B,CA,Allianz,93.93,63.62,32.3,Auto+Health,True,1,7,2026-08-17 12:14:15.488769,7,99.0
EXP581054,India,F1,MI,ICICI Lombard,129.08,87.73,32.0,Renter,True,1,9,2026-07-11 12:14:15.488784,7,99.1
EXP737596,India,E2,GA,CHUBB,139.34,97.4,30.1,Auto,True,1,10,2026-07-12 12:14:15.488798,7,99.3
EXP935986,India,B1,CA,ICICI Lombard,131.62,91.98,30.1,Health,True,3,12,2026-07-13 12:14:15.488812,10,97.1
EXP581461,India,L1,MA,IMG Global,148.93,109.89,26.2,Auto+Health,False,2,14,2026-07-26 12:14:15.488826,10,98.6
EXP655378,India,B1,PA,HDFC ERGO,89.41,65.99,26.2,Health,True,1,11,2026-07-27 12:14:15.488840,10,98.4
EXP140508,India,H1B,CA,CHUBB,93.58,67.42,28.0,Auto,True,3,11,2026-07-24 12:14:15.488854,8,99.3
EXP588701,India,B1,IL,CHUBB,105.06,70.01,33.4,Auto,False,3,13,2026-06-19 12:14:15.488870,8,97.7
EXP911214,India,L1,GA,HDFC ERGO,99.98,76.19,23.8,Health,False,1,12,2026-05-28 12:14:15.488884,10,99.4
EXP189472,India,B1,NY,IMG Global,85.27,66.78,21.7,Auto+Health,True,2,7,2026-08-06 12:14:15.488899,7,99.2
EXP693897,India,F1,TX,AIG,122.2,87.21,28.6,Auto,True,3,12,2026-06-13 12:14:15.488913,10,99.1
EXP550960,India,H1B,CA,Allianz,135.42,99.71,26.4,Renter,True,1,10,2026-07-22 12:14:15.488927,7,97.2
EXP206910,India,L1,WA,ICICI Lombard,125.87,99.81,20.7,Auto,True,3,12,2026-07-05 12:14:15.488941,9,97.3
EXP498702,India,B1,FL,HDFC ERGO,116.22,80.01,31.2,Auto+Health,True,1,12,2026-05-30 12:14:15.488955,7,97.6
EXP186769,India,L1,MI,HDFC ERGO,85.06,56.81,33.2,Health,True,2,12,2026-06-03 12:14:15.488970,9,97.9
EXP951661,India,L1,TX,AIG,129.92,89.95,30.8,Renter,True,3,13,2026-06-20 12:14:15.488984,7,97.8
EXP925266,India,E2,CO,HDFC ERGO,121.64,82.87,31.9,Auto+Health,True,2,8,2026-07-02 12:14:15.488998,10,97.5
EXP438415,India,E2,NC,CHUBB,100.01,72.11,27.9,Health,True,2,14,2026-07-17 12:14:15.489012,9,97.6
EXP459308,India,E2,NC,CHUBB,104.38,69.31,33.6,Health,True,2,7,2026-07-03 12:14:15.489026,7,97.4
EXP362770,India,H1B,TX,ICICI Lombard,135.26,101.09,25.3,Auto+Health,False,1,9,2026-07-08 12:14:15.489040,10,99.2
EXP951837,India,B1,WA,IMG Global,94.57,65.48,30.8,Auto,True,2,9,2026-08-20 12:14:15.489054,10,97.1
EXP305202,India,E2,IL,AIG,105.14,78.77,25.1,Auto+Health,True,2,11,2026-08-05 12:14:15.489069,7,99.4
EXP372212,India,H1B,NC,HDFC ERGO,92.77,70.88,23.6,Renter,True,1,8,2026-08-14 12:14:15.489083,7,98.4
EXP551633,India,F1,CO,IMG Global,94.93,74.16,21.9,Health,True,3,12,2026-07-23 12:14:15.489097,7,99.0
EXP751226,India,B1,NC,IMG Global,134.19,90.57,32.5,Renter,True,3,8,2026-06-30 12:14:15.489112,7,98.5
EXP959050,India,E2,WA,CHUBB,135.91,97.22,28.5,Auto,True,1,13,2026-06-10 12:14:15.489126,8,97.3
EXP119696,India,F1,CA,CHUBB,126.36,101.04,20.0,Auto,True,3,13,2026-07-18 12:14:15.489140,10,98.9
EXP510073,India,B1,MA,AIG,147.81,110.14,25.5,Auto+Health,True,2,7,2026-05-25 12:14:15.489154,9,99.1
EXP420329,India,H1B,CA,ICICI Lombard,116.79,92.66,20.7,Auto,True,3,14,2026-06-27 12:14:15.489169,8,97.5
EXP238528,India,E2,WA,ICICI Lombard,91.45,67.99,25.7,Auto+Health,False,3,11,2026-07-07 12:14:15.489183,10,99.3
EXP183824,India,F1,CA,ICICI Lombard,125.7,100.25,20.2,Health,False,3,10,2026-08-13 12:14:15.489197,7,99.1
EXP106802,India,H1B,IL,IMG Global,84.29,56.89,32.5,Auto+Health,True,3,9,2026-06-26 12:14:15.489211,8,99.2
EXP941187,India,F1,FL,ICICI Lombard,88.53,67.57,23.7,Auto+Health,False,2,9,2026-06-21 12:14:15.489226,7,97.3
EXP751220,India,E2,CA,ICICI Lombard,98.34,73.52,25.2,Renter,True,3,10,2026-07-13 12:14:15.489240,9,98.9
EXP530396,India,E2,MI,AIG,93.25,69.81,25.1,Auto+Health,True,3,10,2026-08-10 12:14:15.489254,10,99.3
EXP296221,India,E2,MI,IMG Global,149.8,114.55,23.5,Renter,False,1,12,2026-06-21 12:14:15.489269,9,98.9
EXP199214,India,B1,GA,HDFC ERGO,86.06,61.65,28.4,Auto,True,3,11,2026-06-26 12:14:15.489283,9,99.0
EXP855576,India,L1,MA,ICICI Lombard,109.0,84.67,22.3,Auto,False,2,14,2026-07-10 12:14:15.489298,9,98.5
EXP740987,India,F1,CO,HDFC ERGO,92.91,60.47,34.9,Auto,True,3,12,2026-08-03 12:14:15.489312,8,99.1
EXP579212,India,F1,NC,AIG,145.45,97.39,33.0,Health,False,1,9,2026-06-08 12:14:15.489327,10,98.3
EXP443554,India,H1B,MA,IMG Global,88.5,62.73,29.1,Auto,True,1,12,2026-07-31 12:14:15.489341,10,99.0
EXP704345,India,L1,MA,IMG Global,110.24,83.02,24.7,Health,False,3,10,2026-06-11 12:14:15.489355,10,97.9
EXP331680,India,H1B,CO,ICICI Lombard,106.29,78.97,25.7,Auto,True,1,13,2026-07-14 12:14:15.489369,7,97.7
EXP544846,India,F1,GA,AIG,99.82,74.64,25.2,Renter,False,3,8,2026-05-31 12:14:15.489383,8,98.8
EXP791635,India,F1,GA,Allianz,113.29,74.68,34.1,Auto+Health,False,1,9,2026-07-06 12:14:15.489397,9,97.4
EXP730610,India,B1,MI,ICICI Lombard,120.37,91.48,24.0,Auto,False,2,7,2026-05-27 12:14:15.489411,8,97.3
EXP403694,India,H1B,IL,CHUBB,133.13,101.16,24.0,Renter,True,2,12,2026-07-31 12:14:15.489426,7,98.6
EXP968162,India,B1,PA,Allianz,135.1,102.28,24.3,Renter,True,1,9,2026-06-23 12:14:15.489442,8,97.9
EXP108249,India,H1B,TX,CHUBB,148.73,99.75,32.9,Auto+Health,True,1,12,2026-07-30 12:14:15.489456,8,98.0
EXP319336,India,B1,NY,IMG Global,147.78,110.69,25.1,Auto+Health,True,3,11,2026-07-02 12:14:15.489470,9,98.0
EXP413896,India,H1B,WA,HDFC ERGO,84.14,62.68,25.5,Health,True,3,9,2026-07-30 12:14:15.489484,8,97.2
EXP644004,India,B1,MA,IMG Global,130.41,94.98,27.2,Renter,False,3,7,2026-08-03 12:14:15.489499,7,99.0
EXP239692,India,H1B,MI,HDFC ERGO,84.74,63.64,24.9,Renter,True,2,9,2026-07-19 12:14:15.489513,10,98.6
EXP391148,India,F1,CA,AIG,132.25,105.32,20.4,Health,True,1,11,2026-06-08 12:14:15.489528,7,97.4
EXP397310,India,E2,MA,HDFC ERGO,145.89,116.48,20.2,Auto+Health,False,1,9,2026-05-31 12:14:15.489542,10,97.6
EXP694929,India,F1,IL,CHUBB,87.2,57.06,34.6,Renter,True,1,13,2026-07-30 12:14:15.489557,9,98.8
EXP292249,India,E2,MA,AIG,130.8,92.62,29.2,Auto+Health,True,3,12,2026-06-13 12:14:15.489571,9,97.2
EXP923743,India,E2,CA,IMG Global,101.9,78.59,22.9,Renter,True,1,11,2026-08-19 12:14:15.489585,10,98.1
EXP481212,India,L1,MI,IMG Global,108.5,80.7,25.6,Health,True,2,14,2026-07-01 12:14:15.489599,7,97.6
EXP933509,India,L1,NY,CHUBB,148.89,115.82,22.2,Renter,True,1,10,2026-07-19 12:14:15.489614,9,98.5
EXP311236,India,H1B,NY,IMG Global,106.63,73.16,31.4,Health,True,3,8,2026-07-01 12:14:15.489634,10,98.0
EXP544286,India,E2,MI,Allianz,94.4,64.79,31.4,Auto,True,3,12,2026-08-17 12:14:15.489648,8,99.2
EXP259592,India,F1,CA,AIG,128.61,89.41,30.5,Health,True,2,9,2026-06-01 12:14:15.489663,10,98.2
EXP199148,India,L1,FL,HDFC ERGO,140.87,106.75,24.2,Health,True,2,8,2026-07-15 12:14:15.489677,9,98.8
EXP890652,India,B1,WA,HDFC ERGO,98.15,77.73,20.8,Auto+Health,False,3,8,2026-07-06 12:14:15.489692,8,97.1
EXP564340,India,B1,MA,ICICI Lombard,137.63,98.58,28.4,Renter,True,1,11,2026-06-29 12:14:15.489706,10,98.3
EXP306399,India,F1,IL,HDFC ERGO,79.72,52.64,34.0,Auto,True,1,7,2026-08-13 12:14:15.489721,9,97.4
EXP800111,India,H1B,TX,Allianz,115.98,88.55,23.7,Auto,True,1,12,2026-08-16 12:14:15.489735,9,99.0
EXP197678,India,B1,MA,ICICI Lombard,86.2,67.37,21.8,Health,False,2,9,2026-08-14 12:14:15.489749,8,98.5
EXP286509,India,B1,IL,CHUBB,126.19,97.29,22.9,Health,True,2,7,2026-07-15 12:14:15.489764,9,97.1
EXP421485,India,H1B,CO,Allianz,103.78,74.62,28.1,Health,True,3,14,2026-06-27 12:14:15.489778,9,99.0
EXP769305,India,E2,NY,ICICI Lombard,143.27,99.09,30.8,Health,True,3,13,2026-08-23 12:14:15.489792,8,97.6
EXP602151,India,F1,IL,Allianz,145.34,107.71,25.9,Health,False,2,13,2026-06-30 12:14:15.489806,10,98.9
EXP384471,India,F1,CO,Allianz,97.52,64.48,33.9,Auto,True,3,12,2026-07-17 12:14:15.489820,7,98.3
EXP156502,India,B1,TX,Allianz,125.61,95.24,24.2,Auto+Health,True,1,7,2026-08-06 12:14:15.489835,8,97.5
EXP514364,India,H1B,CA,AIG,131.62,88.9,32.5,Auto+Health,True,1,7,2026-07-25 12:14:15.489849,8,99.4
EXP359635,India,E2,PA,AIG,128.23,93.2,27.3,Auto+Health,True,3,13,2026-08-20 12:14:15.489863,8,97.6
EXP653217,India,L1,GA,IMG Global,103.38,72.88,29.5,Auto+Health,False,3,9,2026-06-22 12:14:15.489877,7,98.9
EXP191964,India,L1,NC,HDFC ERGO,95.85,67.88,29.2,Health,True,2,12,2026-07-04 12:14:15.489891,10,98.1
EXP749835,India,E2,MI,Allianz,83.21,62.82,24.5,Auto,False,2,12,2026-05-31 12:14:15.489905,9,97.6
EXP204512,India,E2,MA,AIG,130.98,85.2,34.9,Health,False,2,13,2026-08-22 12:14:15.489920,10,97.5
EXP718913,India,E2,MA,Allianz,111.93,75.17,32.8,Auto+Health,True,3,14,2026-08-01 12:14:15.489934,8,98.4
EXP667180,India,L1,WA,CHUBB,148.77,106.61,28.3,Auto,True,2,8,2026-07-22 12:14:15.489948,9,98.7
EXP778842,India,L1,FL,ICICI Lombard,131.38,88.5,32.6,Health,True,2,11,2026-06-25 12:14:15.489962,8,98.4
EXP173068,India,B1,TX,AIG,115.97,83.85,27.7,Renter,True,1,13,2026-06-08 12:14:15.489976,8,98.5
EXP221961,India,L1,MA,CHUBB,78.37,55.37,29.3,Auto+Health,True,2,11,2026-07-30 12:14:15.489991,10,99.4
EXP314852,India,E2,IL,Allianz,145.7,114.51,21.4,Auto,True,1,7,2026-05-27 12:14:15.490005,7,97.9
EXP123485,India,B1,GA,CHUBB,91.36,64.88,29.0,Auto+Health,False,2,10,2026-06-13 12:14:15.490021,7,97.2
EXP940795,India,F1,WA,CHUBB,128.8,87.31,32.2,Health,True,3,9,2026-08-21 12:14:15.490035,10,99.0
EXP178059,India,F1,MI,IMG Global,109.88,82.86,24.6,Renter,True,1,11,2026-07-25 12:14:15.490050,10,98.5
EXP712378,India,F1,MA,IMG Global,123.5,95.39,22.8,Health,True,2,12,2026-08-13 12:14:15.490064,7,99.4
EXP274331,India,B1,FL,CHUBB,111.62,77.65,30.4,Auto+Health,False,3,14,2026-05-27 12:14:15.490078,9,97.2
EXP569360,India,L1,FL,ICICI Lombard,78.2,55.1,29.5,Auto,True,2,14,2026-08-02 12:14:15.490092,9,99.2
EXP936150,India,L1,TX,CHUBB,105.75,80.8,23.6,Health,False,2,9,2026-06-13 12:14:15.490106,8,98.6
EXP869694,India,L1,IL,HDFC ERGO,140.82,100.08,28.9,Renter,True,1,9,2026-08-03 12:14:15.490126,7,98.4
