expat_id,previous_company,plan_end_date,reason_left_previous,reason_chose_ratha,had_ratha_before,premium_savings_percent,onboarding_speed_advantage_days,india_coverage_interest,acquisition_cost_estimated,lifetime_value_projected
EXP456823,CHUBB,2026-07-02 18:34:22.953894,Poor customer service,Simpler process,False,20.0,8,False,142.45,2464.01
EXP571341,HDFC ERGO,2026-07-01 18:34:22.953904,No India coverage,Simpler process,False,20.3,5,False,69.74,1555.5
EXP807037,HDFC ERGO,2026-08-16 18:34:22.953913,Slow claims processing,Better affordability,False,30.9,10,True,175.9,3306.15
EXP753431,IMG Global,2026-07-24 18:34:22.953923,Slow claims processing,India-USA coordination,False,25.9,9,True,128.49,1664.93
EXP747294,ICICI Lombard,2026-08-11 18:34:22.953933,High premium,Better affordability,False,20.7,10,True,65.7,3416.8
EXP274850,ICICI Lombard,2026-07-19 18:34:22.953942,Complex onboarding,India-USA coordination,False,21.3,9,True,117.54,1793.95
EXP972836,ICICI Lombard,2026-08-14 18:34:22.953952,No India coverage,India-USA coordination,False,18.3,10,True,51.87,3583.13
EXP315093,ICICI Lombard,2026-07-03 18:34:22.953961,Limited coverage options,Better affordability,False,16.4,8,False,161.86,4589.81
EXP336623,AIG,2026-07-26 18:34:22.953971,Slow claims processing,Better affordability,False,16.2,5,False,196.76,2926.16
EXP102943,CHUBB,2026-06-30 18:34:22.953980,Limited coverage options,Better affordability,False,19.0,4,False,113.62,4658.75
EXP900135,AIG,2026-07-08 18:34:22.953991,Complex onboarding,Faster onboarding,False,35.0,7,False,191.12,2976.73
EXP299916,AIG,2026-08-23 18:34:22.954001,Poor customer service,Better affordability,False,28.6,10,False,165.12,2790.08
EXP346527,CHUBB,2026-07-17 18:34:22.954010,Complex onboarding,Better affordability,False,28.8,9,True,68.51,1976.75
EXP802652,IMG Global,2026-07-05 18:34:22.954020,No India coverage,Better affordability,False,15.8,4,True,90.29,1816.09
EXP464766,IMG Global,2026-08-19 18:34:22.954029,Slow claims processing,Better affordability,False,32.7,6,True,148.11,2499.95
EXP593342,AIG,2026-07-22 18:34:22.954039,Slow claims processing,Better affordability,False,19.5,4,False,184.49,2451.26
EXP527321,IMG Global,2026-07-06 18:34:22.954048,Limited coverage options,Faster onboarding,False,29.4,8,False,190.35,4124.18
EXP713652,CHUBB,2026-07-23 18:34:22.954058,Complex onboarding,Simpler process,False,15.3,6,False,120.14,4918.92
EXP888098,ICICI Lombard,2026-07-26 18:34:22.954067,Slow claims processing,Faster onboarding,False,25.9,7,True,153.3,4456.13
EXP367857,Allianz,2026-08-05 18:34:22.954077,No India coverage,Comprehensive expat coverage,False,31.2,5,False,165.9,2574.23
EXP770227,IMG Global,2026-07-28 18:34:22.954086,Complex onboarding,Simpler process,False,16.2,10,True,189.04,2090.08
EXP892839,IMG Global,2026-08-14 18:34:22.954097,No India coverage,India-USA coordination,False,22.2,10,False,186.25,1721.49
EXP610246,Allianz,2026-07-09 18:34:22.954107,High premium,Faster onboarding,False,20.0,10,True,141.28,3506.4
EXP319975,ICICI Lombard,2026-07-25 18:34:22.954117,Slow claims processing,India-USA coordination,False,31.0,7,True,158.9,3637.18
EXP132417,HDFC ERGO,2026-07-16 18:34:22.954126,Complex onboarding,Faster onboarding,False,15.7,9,True,91.02,1792.71
EXP949829,AIG,2026-07-27 18:34:22.954136,Complex onboarding,India-USA coordination,False,21.6,5,True,94.95,4655.3
EXP426061,CHUBB,2026-07-17 18:34:22.954145,Complex onboarding,Better affordability,False,23.7,10,True,180.77,1945.79
EXP357821,IMG Global,2026-08-08 18:34:22.954155,High premium,Better customer support,False,33.4,8,True,119.76,3140.38
EXP999599,CHUBB,2026-07-09 18:34:22.954164,Complex onboarding,Comprehensive expat coverage,False,26.5,10,True,148.72,4653.02
EXP551665,HDFC ERGO,2026-07-25 18:34:22.954174,Poor customer service,Comprehensive expat coverage,False,20.0,10,False,181.27,4084.98
EXP357653,CHUBB,2026-08-04 18:34:22.954183,Limited coverage options,Comprehensive expat coverage,False,31.7,10,True,192.91,2078.22
EXP756764,Allianz,2026-07-17 18:34:22.954193,No India coverage,India-USA coordination,False,19.0,4,True,107.82,2723.56
EXP896984,CHUBB,2026-07-02 18:34:22.954202,Slow claims processing,India-USA coordination,False,20.7,9,True,52.24,1614.23
EXP380236,CHUBB,2026-08-17 18:34:22.954212,Limited coverage options,India-USA coordination,False,21.9,7,True,175.68,4998.46
EXP720894,HDFC ERGO,2026-07-27 18:34:22.954221,No India coverage,Simpler process,False,24.6,8,False,178.31,2707.44
EXP181998,HDFC ERGO,2026-08-21 18:34:22.954231,Complex onboarding,Simpler process,False,22.5,8,True,85.66,3145.29
EXP594127,AIG,2026-07-23 18:34:22.954241,No India coverage,Simpler process,False,25.0,8,False,69.96,2257.71
EXP607662,HDFC ERGO,2026-08-04 18:34:22.954250,Slow claims processing,Simpler process,False,21.6,7,True,183.87,3182.5
EXP944199,CHUBB,2026-08-23 18:34:22.954260,High premium,Better customer support,False,23.7,8,True,153.04,2243.28
EXP597274,HDFC ERGO,2026-07-03 18:34:22.954269,No India coverage,Better customer support,False,34.3,9,True,146.61,2457.05
EXP114443,CHUBB,2026-06-26 18:34:22.954279,Limited coverage options,Better affordability,False,23.0,6,True,199.61,4393.46
EXP694012,IMG Global,2026-07-30 18:34:22.954289,Complex onboarding,Better customer support,False,34.2,6,True,91.09,1585.36
EXP433347,HDFC ERGO,2026-07-11 18:34:22.954298,Complex onboarding,Simpler process,False,34.5,4,False,192.64,3088.19
EXP714421,HDFC ERGO,2026-08-19 18:34:22.954308,High premium,Comprehensive expat coverage,False,16.5,7,False,145.76,2430.89
EXP126374,ICICI Lombard,2026-07-16 18:34:22.954318,Poor customer service,Better customer support,False,22.9,7,True,67.24,3712.71
EXP797108,HDFC ERGO,2026-07-16 18:34:22.954327,Complex onboarding,Better customer support,False,32.7,4,True,60.48,4835.41
EXP538442,IMG Global,2026-07-29 18:34:22.954337,High premium,Faster onboarding,False,30.0,8,True,66.93,3640.07
EXP290683,Allianz,2026-07-16 18:34:22.954346,High premium,Faster onboarding,False,18.8,9,False,122.87,4926.05
EXP603451,AIG,2026-07-26 18:34:22.954356,Complex onboarding,Faster onboarding,False,18.8,5,True,178.91,3501.89
EXP386853,HDFC ERGO,2026-07-30 18:34:22.954365,Poor customer service,Comprehensive expat coverage,False,24.2,7,True,69.72,3965.02
EXP675923,CHUBB,2026-07-16 18:34:22.954375,Poor customer service,Better affordability,False,26.4,9,True,73.31,3161.97
EXP440105,IMG Global,2026-07-26 18:34:22.954384,No India coverage,Simpler process,False,32.5,6,True,182.81,3685.29
EXP520885,Allianz,2026-06-24 18:34:22.954394,Limited coverage options,Faster onboarding,False,27.3,8,False,199.82,3806.82
EXP193607,Allianz,2026-07-06 18:34:22.954403,Poor customer service,Better customer support,False,23.8,5,True,186.33,2620.97
EXP745367,ICICI Lombard,2026-07-15 18:34:22.954413,Slow claims processing,India-USA coordination,False,21.7,5,False,148.5,1985.84
EXP296852,Allianz,2026-07-14 18:34:22.954422,Slow claims processing,Better customer support,False,20.3,4,False,95.58,4096.07
EXP469156,HDFC ERGO,2026-08-21 18:34:22.954432,No India coverage,Comprehensive expat coverage,False,25.4,7,True,55.64,3443.78
EXP627760,AIG,2026-07-14 18:34:22.954441,High premium,Comprehensive expat coverage,False,20.8,6,True,111.03,3863.0
EXP676491,Allianz,2026-08-05 18:34:22.954451,Slow claims processing,Faster onboarding,False,19.7,9,True,145.84,3630.08
EXP939615,Allianz,2026-08-08 18:34:22.954460,No India coverage,Better customer support,False,28.4,6,False,123.64,3006.61
EXP652879,HDFC ERGO,2026-07-20 18:34:22.954470,Limited coverage options,Comprehensive expat coverage,False,16.5,9,True,142.2,3689.81
EXP495162,Allianz,2026-07-29 18:34:22.954481,No India coverage,Simpler process,False,28.4,7,True,118.65,4646.55
EXP741689,ICICI Lombard,2026-07-18 18:34:22.954491,No India coverage,Better affordability,False,23.0,7,False,111.24,2372.41
EXP446159,CHUBB,2026-08-04 18:34:22.954500,No India coverage,Comprehensive expat coverage,False,18.9,4,True,187.79,3510.1
EXP199858,AIG,2026-08-05 18:34:22.954509,Complex onboarding,Better customer support,False,19.3,5,True,62.41,1507.73
EXP936086,IMG Global,2026-07-01 18:34:22.954519,Complex onboarding,India-USA coordination,False,19.1,9,False,71.65,3400.11
EXP853846,CHUBB,2026-08-16 18:34:22.954529,No India coverage,Better affordability,False,23.9,8,False,90.51,4390.62
EXP385071,ICICI Lombard,2026-08-12 18:34:22.954538,Slow claims processing,Better affordability,False,17.8,9,False,159.1,2985.17
EXP535167,IMG Global,2026-07-15 18:34:22.954548,High premium,Simpler process,False,16.6,10,True,165.21,3131.35
EXP166077,AIG,2026-07-16 18:34:22.954557,No India coverage,Better affordability,False,28.5,4,True,179.91,2984.81
EXP749099,Allianz,2026-08-18 18:34:22.954567,Slow claims processing,Better affordability,False,18.5,9,False,165.68,1831.47
EXP237319,AIG,2026-08-09 18:34:22.954576,Slow claims processing,Faster onboarding,False,18.3,5,False,119.89,3205.13
EXP849896,IMG Global,2026-07-22 18:34:22.954586,No India coverage,Faster onboarding,False,31.7,6,False,140.53,1987.82
EXP984101,HDFC ERGO,2026-07-06 18:34:22.954595,Limited coverage options,Better customer support,False,18.3,8,True,165.42,3834.21
EXP294083,IMG Global,2026-06-25 18:34:22.954605,Complex onboarding,India-USA coordination,False,15.1,9,True,155.64,3159.8
EXP375651,CHUBB,2026-08-15 18:34:22.954614,High premium,India-USA coordination,False,24.9,4,False,110.5,3098.03
EXP667370,CHUBB,2026-06-30 18:34:22.954624,Slow claims processing,India-USA coordination,False,30.2,6,True,51.0,1959.5
EXP260183,CHUBB,2026-08-08 18:34:22.954634,High premium,Comprehensive expat coverage,False,27.2,8,True,139.39,2632.55
EXP336103,AIG,2026-07-20 18:34:22.954643,No India coverage,India-USA coordination,False,32.8,7,False,111.76,3448.06
EXP709623,IMG Global,2026-07-13 18:34:22.954653,Poor customer service,Better affordability,False,19.5,8,False,92.95,4028.04
EXP848884,HDFC ERGO,2026-07-02 18:34:22.954662,Limited coverage options,Faster onboarding,False,15.8,7,True,168.49,3598.35
EXP315740,IMG Global,2026-07-01 18:34:22.954672,Slow claims processing,Simpler process,False,28.9,6,True,128.06,2626.91
EXP845778,CHUBB,2026-08-19 18:34:22.954681,Slow claims processing,India-USA coordination,False,32.9,8,False,51.37,4426.44
EXP570951,ICICI Lombard,2026-08-09 18:34:22.954691,Poor customer service,India-USA coordination,False,25.3,4,True,98.28,4213.15
EXP567473,IMG Global,2026-07-22 18:34:22.954700,No India coverage,Comprehensive expat coverage,False,27.6,8,True,126.71,3926.87
EXP680343,Allianz,2026-08-21 18:34:22.954710,No India coverage,India-USA coordination,False,23.4,9,False,133.54,2013.39
EXP496383,CHUBB,2026-08-08 18:34:22.954719,Slow claims processing,Comprehensive expat coverage,False,24.6,5,True,134.82,1976.51
EXP736556,Allianz,2026-06-24 18:34:22.954729,Poor customer service,Faster onboarding,False,34.7,10,True,132.52,3215.74
EXP179368,CHUBB,2026-07-23 18:34:22.954738,Complex onboarding,Better customer support,False,19.1,9,True,72.32,4580.61
EXP997462,HDFC ERGO,2026-07-24 18:34:22.954748,Poor customer service,Better customer support,False,34.3,9,False,149.77,2400.35
EXP616125,AIG,2026-07-30 18:34:22.954759,High premium,Better customer support,False,26.7,6,False,58.99,4588.72
EXP950148,HDFC ERGO,2026-07-25 18:34:22.954769,Poor customer service,Simpler process,False,18.6,7,True,151.52,4692.95
EXP193892,AIG,2026-07-03 18:34:22.954778,Limited coverage options,Simpler process,False,22.2,5,True,171.46,3150.97
EXP512168,IMG Global,2026-08-04 18:34:22.954788,Complex onboarding,Better affordability,False,21.7,9,True,133.06,3202.83
EXP169704,HDFC ERGO,2026-07-16 18:34:22.954797,High premium,India-USA coordination,False,21.3,10,True,197.72,4994.96
EXP957132,ICICI Lombard,2026-07-27 18:34:22.954807,Slow claims processing,India-USA coordination,False,31.0,8,True,163.04,1989.82
EXP483895,AIG,2026-07-17 18:34:22.954816,Poor customer service,Faster onboarding,False,32.7,6,True,103.9,3627.35
EXP849311,CHUBB,2026-07-05 18:34:22.954826,High premium,Comprehensive expat coverage,False,20.0,10,False,83.97,3950.69
EXP204873,ICICI Lombard,2026-08-10 18:34:22.954835,High premium,Comprehensive expat coverage,False,28.6,8,False,69.32,2790.23
EXP863211,AIG,2026-08-08 18:34:22.954845,Complex onboarding,Better customer support,False,16.1,4,False,150.92,3587.4
EXP939454,CHUBB,2026-07-23 18:34:22.954854,Complex onboarding,Simpler process,False,21.2,4,False,150.84,2319.47
EXP523940,HDFC ERGO,2026-07-06 18:34:22.954865,Limited coverage options,India-USA coordination,False,25.7,4,True,68.37,1734.82
EXP348084,CHUBB,2026-07-28 18:34:22.954875,Slow claims processing,India-USA coordination,False,16.9,8,True,72.29,2408.25
EXP531846,IMG Global,2026-07-06 18:34:22.954884,Slow claims processing,Better affordability,False,26.5,10,False,105.57,1638.2
EXP667368,HDFC ERGO,2026-07-07 18:34:22.954894,Complex onboarding,Better customer support,False,18.3,6,True,137.08,4713.93
EXP366287,HDFC ERGO,2026-07-15 18:34:22.954904,Poor customer service,Faster onboarding,False,16.6,8,True,88.64,4889.54
EXP299992,ICICI Lombard,2026-07-01 18:34:22.954913,High premium,India-USA coordination,False,30.3,4,True,117.09,4241.34
EXP464180,IMG Global,2026-08-01 18:34:22.954923,Slow claims processing,Comprehensive expat coverage,False,15.1,6,True,63.82,3836.59
EXP346000,IMG Global,2026-07-15 18:34:22.954932,Poor customer service,Comprehensive expat coverage,False,28.9,4,True,140.67,4704.11
EXP719282,HDFC ERGO,2026-08-15 18:34:22.954942,Poor customer service,Better customer support,False,16.6,10,True,132.32,1971.68
EXP695919,AIG,2026-07-09 18:34:22.954951,Poor customer service,Faster onboarding,False,19.6,6,False,148.82,2314.77
EXP496960,Allianz,2026-07-03 18:34:22.954961,High premium,Comprehensive expat coverage,False,31.8,7,True,188.9,1665.39
EXP592079,Allianz,2026-07-28 18:34:22.954971,Poor customer service,Better affordability,False,17.6,6,True,53.86,2713.98
EXP546566,ICICI Lombard,2026-07-12 18:34:22.954981,Complex onboarding,Better customer support,False,20.9,5,True,92.89,4892.23
EXP166501,ICICI Lombard,2026-07-14 18:34:22.954990,Slow claims processing,Faster onboarding,False,34.4,4,True,113.15,4000.7
EXP343595,Allianz,2026-06-26 18:34:22.955000,No India coverage,Better affordability,False,29.1,7,False,113.24,1621.04
EXP136157,AIG,2026-08-09 18:34:22.955009,Limited coverage options,India-USA coordination,False,20.6,5,False,150.51,4903.49
EXP258065,HDFC ERGO,2026-06-29 18:34:22.955019,Poor customer service,Comprehensive expat coverage,False,28.9,4,True,126.87,4422.57
EXP220532,CHUBB,2026-08-17 18:34:22.955028,Limited coverage options,India-USA coordination,False,24.0,7,True,156.58,2915.81
EXP358187,ICICI Lombard,2026-08-23 18:34:22.955038,No India coverage,Faster onboarding,False,30.9,8,False,192.51,2181.4
EXP128522,CHUBB,2026-07-13 18:34:22.955047,Poor customer service,Simpler process,False,22.4,9,False,107.39,4983.77
EXP208124,Allianz,2026-08-12 18:34:22.955057,Poor customer service,Better customer support,False,15.5,4,False,127.22,3699.43
EXP260009,HDFC ERGO,2026-07-17 18:34:22.955066,Poor customer service,Better customer support,False,25.4,7,False,71.23,4435.16
EXP884574,IMG Global,2026-06-27 18:34:22.955076,Slow claims processing,Faster onboarding,False,22.9,4,True,68.56,4403.27
EXP831129,AIG,2026-08-17 18:34:22.955085,Limited coverage options,Simpler process,False,33.0,8,True,123.74,1768.84
EXP571270,Allianz,2026-08-14 18:34:22.955095,Limited coverage options,India-USA coordination,False,19.0,8,True,123.88,4830.97
EXP159775,AIG,2026-07-15 18:34:22.955105,Complex onboarding,Faster onboarding,False,28.7,8,False,192.91,4703.86
EXP505844,CHUBB,2026-07-15 18:34:22.955114,Poor customer service,India-USA coordination,False,26.4,7,True,114.87,2556.22
EXP287102,IMG Global,2026-07-04 18:34:22.955124,Complex onboarding,Comprehensive expat coverage,False,31.0,9,True,88.53,2240.19
EXP280640,CHUBB,2026-07-18 18:34:22.955133,Poor customer service,Better customer support,False,19.8,9,True,50.21,4368.77
EXP396562,HDFC ERGO,2026-08-11 18:34:22.955143,Poor customer service,Better customer support,False,25.5,7,False,97.87,3073.22
EXP602557,IMG Global,2026-07-14 18:34:22.955152,Poor customer service,Better affordability,False,31.2,10,False,74.05,4107.02
EXP730811,ICICI Lombard,2026-08-13 18:34:22.955162,High premium,Comprehensive expat coverage,False,22.6,8,True,73.49,2067.94
EXP841681,AIG,2026-07-26 18:34:22.955171,No India coverage,Better affordability,False,30.9,7,True,101.4,3689.49
EXP330732,ICICI Lombard,2026-06-29 18:34:22.955181,Poor customer service,Better affordability,False,15.6,7,True,148.61,3064.59
EXP629134,ICICI Lombard,2026-07-22 18:34:22.955190,Poor customer service,India-USA coordination,False,32.1,6,False,74.12,3931.55
EXP811085,ICICI Lombard,2026-07-21 18:34:22.955200,Poor customer service,Better customer support,False,15.8,5,True,183.48,3582.71
EXP453562,ICICI Lombard,2026-07-25 18:34:22.955209,Limited coverage options,Better affordability,False,31.5,4,False,124.98,3784.48
EXP252400,IMG Global,2026-07-15 18:34:22.955219,Limited coverage options,India-USA coordination,False,18.2,9,True,57.19,2391.73
EXP757343,CHUBB,2026-07-14 18:34:22.955228,Complex onboarding,Faster onboarding,False,20.4,6,False,118.38,2308.62
EXP930852,HDFC ERGO,2026-07-28 18:34:22.955238,High premium,Better affordability,False,22.2,7,False,109.82,2874.96
EXP170206,AIG,2026-08-12 18:34:22.955249,Poor customer service,Comprehensive expat coverage,False,32.3,9,True,98.91,4220.34
EXP919989,CHUBB,2026-08-18 18:34:22.955259,High premium,India-USA coordination,False,31.5,4,True,197.77,4549.71
EXP184859,ICICI Lombard,2026-07-10 18:34:22.955268,High premium,India-USA coordination,False,33.6,6,True,169.1,3323.41
EXP943836,Allianz,2026-07-02 18:34:22.955278,Poor customer service,Faster onboarding,False,25.5,9,True,131.06,2666.49
EXP689761,ICICI Lombard,2026-07-16 18:34:22.955287,Complex onboarding,Comprehensive expat coverage,False,34.8,9,False,81.6,2596.4
EXP141766,IMG Global,2026-07-07 18:34:22.955297,Poor customer service,India-USA coordination,False,27.4,7,True,111.32,1684.27
EXP755031,CHUBB,2026-07-06 18:34:22.955306,No India coverage,Simpler process,False,22.9,4,False,56.07,2063.22
EXP760654,ICICI Lombard,2026-07-24 18:34:22.955316,No India coverage,India-USA coordination,False,33.3,9,True,178.16,2965.47
EXP490982,Allianz,2026-08-23 18:34:22.955325,Complex onboarding,Faster onboarding,False,15.6,4,True,137.95,3024.74
EXP242768,Allianz,2026-07-19 18:34:22.955334,High premium,Comprehensive expat coverage,False,31.6,5,True,115.06,4876.15
EXP746661,ICICI Lombard,2026-08-01 18:34:22.955344,Limited coverage options,India-USA coordination,False,30.1,5,True,141.21,3528.95
EXP364111,CHUBB,2026-07-22 18:34:22.955353,Slow claims processing,Better affordability,False,19.1,6,False,163.39,2808.04
EXP419801,ICICI Lombard,2026-07-01 18:34:22.955363,Poor customer service,Simpler process,False,25.6,7,True,107.04,4009.79
EXP632781,IMG Global,2026-08-17 18:34:22.955372,Complex onboarding,Better customer support,False,25.6,7,False,74.23,2364.63
EXP238986,AIG,2026-07-30 18:34:22.955382,Slow claims processing,India-USA coordination,False,27.9,10,True,174.34,2625.08
EXP167514,HDFC ERGO,2026-07-20 18:34:22.955391,No India coverage,Faster onboarding,False,22.5,10,False,166.37,4716.14
EXP155350,AIG,2026-08-13 18:34:22.955401,High premium,India-USA coordination,False,30.9,6,True,51.34,3931.63
EXP926642,HDFC ERGO,2026-07-17 18:34:22.955410,No India coverage,Better affordability,False,19.7,7,True,103.75,4437.75
EXP173601,CHUBB,2026-06-25 18:34:22.955421,High premium,Faster onboarding,False,22.7,6,True,51.96,4307.76
EXP870949,IMG Global,2026-08-10 18:34:22.955431,High premium,Faster onboarding,False,33.1,10,False,186.74,1707.38
EXP523138,CHUBB,2026-08-12 18:34:22.955441,Limited coverage options,Better affordability,False,23.5,6,True,50.59,4530.7
EXP168491,Allianz,2026-07-09 18:34:22.955452,Slow claims processing,India-USA coordination,False,16.2,9,True,177.84,3861.31
EXP473672,HDFC ERGO,2026-08-02 18:34:22.955463,Slow claims processing,Faster onboarding,False,16.5,10,False,136.06,3941.84
EXP549380,AIG,2026-07-02 18:34:22.955473,Slow claims processing,Better customer support,False,26.3,5,False,180.78,1931.07
EXP665685,AIG,2026-08-15 18:34:22.955483,Poor customer service,Better customer support,False,20.8,10,True,190.26,3234.76
EXP413952,HDFC ERGO,2026-06-29 18:34:22.955494,Poor customer service,Better customer support,False,24.6,5,False,101.84,3786.16
EXP665583,HDFC ERGO,2026-08-22 18:34:22.955504,Limited coverage options,Faster onboarding,False,26.5,4,False,185.47,3990.84
EXP811523,Allianz,2026-07-30 18:34:22.955515,Limited coverage options,Better customer support,False,33.4,8,True,184.65,4447.18
EXP299138,HDFC ERGO,2026-08-17 18:34:22.955525,No India coverage,Comprehensive expat coverage,False,16.5,4,True,120.65,3993.5
EXP901691,AIG,2026-07-08 18:34:22.955535,Limited coverage options,Comprehensive expat coverage,False,15.9,10,False,100.58,4922.66
EXP459805,ICICI Lombard,2026-06-26 18:34:22.955545,No India coverage,Better customer support,False,22.5,9,True,147.41,4711.91
EXP452392,AIG,2026-08-14 18:34:22.955554,Complex onboarding,India-USA coordination,False,23.9,9,True,179.11,1819.32
EXP766593,HDFC ERGO,2026-07-03 18:34:22.955564,High premium,India-USA coordination,False,25.7,8,True,63.06,3702.81
EXP767682,HDFC ERGO,2026-07-27 18:34:22.955573,High premium,Simpler process,False,26.3,4,False,192.69,2695.85
EXP366929,AIG,2026-07-11 18:34:22.955583,Slow claims processing,India-USA coordination,False,34.1,7,True,199.23,3984.69
EXP683333,AIG,2026-07-24 18:34:22.955593,Slow claims processing,Simpler process,False,33.3,7,True,77.95,3542.11
EXP164024,AIG,2026-07-26 18:34:22.955602,Complex onboarding,India-USA coordination,False,32.6,8,True,62.77,2721.43
EXP481499,Allianz,2026-08-17 18:34:22.955611,No India coverage,Better affordability,False,26.4,6,True,80.99,2052.11
EXP586893,CHUBB,2026-07-26 18:34:22.955621,Slow claims processing,Faster onboarding,False,20.2,7,False,82.95,1523.45
EXP678367,CHUBB,2026-07-03 18:34:22.955630,High premium,India-USA coordination,False,27.4,9,False,60.36,4342.67
EXP298738,AIG,2026-08-16 18:34:22.955641,No India coverage,India-USA coordination,False,32.7,5,True,108.06,4527.34
EXP362409,CHUBB,2026-07-27 18:34:22.955651,Limited coverage options,Simpler process,False,28.4,4,True,56.35,2382.38
EXP304698,AIG,2026-07-04 18:34:22.955660,No India coverage,Faster onboarding,False,18.1,8,True,110.66,4980.26
EXP618602,CHUBB,2026-07-14 18:34:22.955670,Complex onboarding,Faster onboarding,False,34.0,6,False,65.35,2685.79
EXP467253,AIG,2026-08-14 18:34:22.955679,Slow claims processing,Comprehensive expat coverage,False,31.9,9,False,170.88,3556.39
EXP989024,HDFC ERGO,2026-07-03 18:34:22.955689,Complex onboarding,Comprehensive expat coverage,False,27.0,5,True,63.84,4228.02
EXP134011,IMG Global,2026-06-24 18:34:22.955698,Limited coverage options,Better affordability,False,15.0,10,False,89.67,2104.52
EXP616964,IMG Global,2026-07-04 18:34:22.955708,Complex onboarding,Better customer support,False,26.2,6,True,156.42,1680.74
EXP665329,Allianz,2026-08-02 18:34:22.955717,High premium,India-USA coordination,False,24.6,7,False,71.97,4395.5
EXP357591,AIG,2026-08-10 18:34:22.955727,Slow claims processing,Better affordability,False,23.6,8,True,124.01,4506.96
EXP861372,AIG,2026-07-27 18:34:22.955736,Poor customer service,Simpler process,False,32.1,7,True,120.16,4410.95
EXP367618,Allianz,2026-07-03 18:34:22.955746,High premium,Better affordability,False,33.9,4,True,125.74,3667.16
EXP539642,IMG Global,2026-08-21 18:34:22.955755,No India coverage,India-USA coordination,False,34.6,7,False,123.19,3841.48
EXP947083,CHUBB,2026-07-12 18:34:22.955765,Poor customer service,Better affordability,False,22.9,10,True,110.27,3515.65
EXP553235,HDFC ERGO,2026-07-28 18:34:22.955774,Complex onboarding,Comprehensive expat coverage,False,33.4,6,True,150.07,3836.48
EXP148475,AIG,2026-08-21 18:34:22.955784,High premium,Faster onboarding,False,19.0,5,False,92.6,4378.75
EXP615542,CHUBB,2026-07-08 18:34:22.955794,Complex onboarding,Better customer support,False,15.9,4,False,156.95,1900.56
EXP371779,IMG Global,2026-08-14 18:34:22.955805,Slow claims processing,India-USA coordination,False,34.9,9,True,136.92,2221.42
EXP136081,CHUBB,2026-07-17 18:34:22.955815,Limited coverage options,Better affordability,False,31.3,5,True,179.93,4689.79
EXP311045,AIG,2026-08-13 18:34:22.955826,Poor customer service,Better customer support,False,20.0,8,False,81.45,3913.12
EXP182899,AIG,2026-06-29 18:34:22.955836,High premium,Simpler process,False,20.5,10,True,163.25,2418.13
EXP756792,Allianz,2026-07-03 18:34:22.955847,No India coverage,Faster onboarding,False,15.9,7,False,53.33,3757.13
EXP928223,HDFC ERGO,2026-08-11 18:34:22.955857,High premium,Faster onboarding,False,18.8,8,True,163.77,3756.56
EXP170091,AIG,2026-06-28 18:34:22.955867,Complex onboarding,Simpler process,False,23.1,7,False,94.34,4085.77
EXP411928,CHUBB,2026-06-29 18:34:22.955878,High premium,Simpler process,False,16.9,6,True,165.11,3663.11
EXP796955,Allianz,2026-07-20 18:34:22.955888,Slow claims processing,Comprehensive expat coverage,False,26.6,10,False,199.8,3329.67
EXP446445,ICICI Lombard,2026-07-13 18:34:22.955899,Limited coverage options,Better customer support,False,26.3,6,True,78.23,2464.29
EXP951683,ICICI Lombard,2026-07-07 18:34:22.955910,Limited coverage options,India-USA coordination,False,28.2,8,False,97.39,2612.7
EXP920581,CHUBB,2026-07-11 18:34:22.955921,High premium,Faster onboarding,False,31.1,10,True,199.14,2171.05
EXP384019,HDFC ERGO,2026-07-03 18:34:22.955932,High premium,Better customer support,False,24.7,4,True,194.18,4968.03
EXP547931,Allianz,2026-06-24 18:34:22.955942,Complex onboarding,Simpler process,False,29.5,10,True,137.85,2244.54
EXP254222,IMG Global,2026-07-14 18:34:22.955951,Limited coverage options,Better affordability,False,21.0,10,False,183.46,1834.94
EXP230904,AIG,2026-07-14 18:34:22.955961,Slow claims processing,Comprehensive expat coverage,False,23.9,4,True,59.49,4141.38
EXP339775,CHUBB,2026-08-01 18:34:22.955971,Complex onboarding,Faster onboarding,False,22.4,10,True,85.24,2387.34
EXP262714,IMG Global,2026-08-17 18:34:22.955980,No India coverage,Better customer support,False,15.5,9,True,78.53,3126.94
EXP563061,CHUBB,2026-07-02 18:34:22.955990,High premium,Comprehensive expat coverage,False,21.8,5,True,183.54,2701.58
EXP276341,HDFC ERGO,2026-07-03 18:34:22.955999,No India coverage,Better customer support,False,16.2,9,True,104.25,2730.82
EXP109991,HDFC ERGO,2026-07-03 18:34:22.956009,High premium,Better affordability,False,23.5,7,True,73.14,2606.54
EXP729653,Allianz,2026-07-06 18:34:22.956020,Limited coverage options,Better affordability,False,24.9,9,True,95.53,3049.21
EXP683565,ICICI Lombard,2026-06-27 18:34:22.956029,Poor customer service,Simpler process,False,17.6,6,True,95.47,2040.77
EXP894888,AIG,2026-07-31 18:34:22.956040,Limited coverage options,Simpler process,False,33.1,9,False,193.21,2668.99
EXP555224,AIG,2026-07-07 18:34:22.956050,No India coverage,Comprehensive expat coverage,False,34.1,8,True,95.15,1983.01
EXP689645,AIG,2026-07-22 18:34:22.956060,Poor customer service,Faster onboarding,False,24.3,9,True,78.76,4324.5
